#,Type,DocNum,Description,Custom Entry,AddID,CardName,TaxDate,NumAtCard,U_CUINNUMBER,Taxable Amount,VAT AMOUNT
2557,Local,1731757,Goods & Services,,P051133389C,MILL BAKERS LIMITED,31/08/2023,C163151,HTTPS://ITAX.KRA.GO.KE/KRA-PORTAL/INVOICECHK.HTM?ACTIONCODE=LOADPAGE&INVOICENO=0040078680000075585,3563.81,570.21
2558,Local,1731758,Goods & Services,,P051425586P,IFFCO KENYA LIMITED,29/08/2023,SI20230555,HTTPS://ITAX.KRA.GO.KE/KRA-PORTAL/INVOICECHK.HTM?ACTIONCODE=LOADPAGE&INVOICENO=0010197130000001529,13533.44,2165.35
2559,Local,1731759,Goods & Services,,P051149521X,SUNDRIES BARGAIN NAIROBI LTD,29/08/2023,208232,HTTPS://ITAX.KRA.GO.KE/KRA-PORTAL/INVOICECHK.HTM?ACTIONCODE=LOADPAGE&INVOICENO=0010194020000012984,6508.63,1041.38
2560,Local,1731762,Goods & Services,,P051116172X,BROOKSIDE DAIRY,30/08/2023,2308312090,HTTPS://ITAX.KRA.GO.KE/KRA-PORTAL/INVOICECHK.HTM?ACTIONCODE=LOADPAGE&INVOICENO=0040095430000174070,14256.19,2280.99
2561,Local,1731763,Goods & Services,,P051116172X,BROOKSIDE DAIRY,30/08/2023,2308311877,HTTPS://ITAX.KRA.GO.KE/KRA-PORTAL/INVOICECHK.HTM?ACTIONCODE=LOADPAGE&INVOICENO=0040095430000174068,1886.25,301.8
2562,Local,1731764,Goods & Services,,P051699330Q,BIGCOLD KENYA SIMPLIFINE SHELF BREAD,31/08/2023,SINV102878,HTTPS://ITAX.KRA.GO.KE/KRA-PORTAL/INVOICECHK.HTM?ACTIONCODE=LOADPAGE&INVOICENO=0190434240000030056,1461.13,233.78
2563,Local,1731766,Goods & Services,,P000611685U,JAK INDUSTRIES LTD,25/08/2023,26705,HTTPS://ITAX.KRA.GO.KE/KRA-PORTAL/INVOICECHK.HTM?ACTIONCODE=LOADPAGE&INVOICENO=CUCN,13509,2161.44
2564,Local,1731767,Goods & Services,,P051100924G,KEVIAN KENYA LTD,17/08/2023,KKL01074002,HTTPS://ITAX.KRA.GO.KE/KRA-PORTAL/INVOICECHK.HTM?ACTIONCODE=LOADPAGE&INVOICENO=0040092770000018019,20055.44,3208.87
2565,Local,1731768,Goods & Services,,P051120283Z,ECSTACY LTD,28/08/2023,12333,0110166340000011326,4050,648
2566,Local,1731769,Goods & Services,,P051585304D,BARAKA ISRAEL ENTERPRISES LTD SR,28/08/2023,2397,HTTPS://ITAX.KRA.GO.KE/KRA-PORTAL/INVOICECHK.HTM?ACTIONCODE=LOADPAGE&INVOICENO=0040416240000002397,7396.56,1183.45
2567,Local,1731770,Goods & Services,,P051151358Q,RAA LIMITED,29/08/2023,531799,HTTPS://ITAX.KRA.GO.KE/KRA-PORTAL/INVOICECHK.HTM?ACTIONCODE=LOADPAGE&INVOICENO=0011040770000009433,10965.5,1754.48
2568,Local,1731771,Goods & Services,,A002764056Z,JEVANS ENTERPRISES,29/08/2023,23-200-000119,HTTPS://ITAX.KRA.GO.KE/KRA-PORTAL/INVOICECHK.HTM?ACTIONCODE=LOADPAGE&INVOICENO=0040222900000000684,3430.31,548.85
2569,Local,1731773,Goods & Services,,P000640321D,ONE STOP ENTERPRISE,31/08/2023,38924,HTTPS://ITAX.KRA.GO.KE/KRA-PORTAL/INVOICECHK.HTM?ACTIONCODE=LOADPAGE&INVOICENO=0431566180000001611,3894,623.04
2570,Local,1731776,Goods & Services,,P000623664X,BROADWAYS BAKERY LTD,30/08/2023,2046230402,0110397370000069219,56,8.96
2571,Local,1731777,Goods & Services,,P000593926X,BEIERSDORF EAST AFRICA LTD HQ,25/08/2023,9056100865,HTTPS://ITAX.KRA.GO.KE/KRA-PORTAL/INVOICECHK.HTM??????????????????ACTIONCODE=LOADPAGE&INVOICENO=0020110880000006891,70297.38,11247.58
2572,Local,1731779,Goods & Services,,P000608017P,KENYA NUT COMPANY,29/08/2023,1130633,HTTPS://ITAX.KRA.GO.KE/KRA-PORTAL/INVOICECHK.HTM?ACTIONCODE=LOADPAGE&INVOICENO=0020110750000019967,121611,19457.76
2573,Local,1731780,Goods & Services,,P051377250H,PERNOD RICARD KENYA,29/08/2023,SI030166,0110164380000003893,59453.56,9512.57
2574,Local,1731781,Goods & Services,,P051109124S,HAPPY COW,30/08/2023,HCL212416,0110167080000041435,34379.63,5500.74
2575,Local,1731783,Goods & Services,,P000593926X,BEIERSDORF EAST AFRICA LTD HQ,25/08/2023,9056100829,0020110880000006867,33953.38,5432.54
2576,Local,1731784,Goods & Services,,P051356496T,LOREAL E A LIMITED HQ,31/08/2023,230114494,0020112070000014223,10823.5,1731.76
2577,Local,1731785,Goods & Services,,P000609543B,SUPA BRITE LTD,28/08/2023,SO109680,0190430080000004299,5065.25,810.44
2578,Local,1731786,Goods & Services,,P000604242L,MIRAGE INDUSTRIES LTD,14/08/2023,14319,HTTPS://ITAX.KRA.GO.KE/KRA-PORTAL/INVOICECHK.HTM?ACTIONCODE=LOADPAGE&INVOICENO=0190330930000000862,67727.94,10836.47
2579,Local,1731787,Goods & Services,,P051340011A,MISS BEAUTY COMPANY LTD HQ,16/08/2023,MB-10942-2023,HTTPS://ITAX.KRA.GO.KE/KRA-PORTAL/INVOICECHK.HTM?ACTIONCODE=LOADPAGE&INVOICENO=0110152390000001290,124729.38,19956.7
2580,Local,1731788,Goods & Services,,P000623664X,BROADWAYS BAKERY LTD,28/08/2023,1075230382,HTTPS://ITAX.KRA.GO.KE/KRA-PORTAL/INVOICECHK.HTM?ACTIONCODE=LOADPAGE&INVOICENO=0110397360000052126,84.06,13.45
2581,Local,1731791,Goods & Services,,P000623664X,BROADWAYS BAKERY LTD,29/08/2023,1075230385,HTTPS://ITAX.KRA.GO.KE/KRA-PORTAL/INVOICECHK.HTM?ACTIONCODE=LOADPAGE&INVOICENO=0110397340000118423,112.06,17.93
2582,Local,1731792,Goods & Services,,P051472068F,MALACHITE LIMITED,26/08/2023,10299593,HTTPS://ITAX.KRA.GO.KE/KRA-PORTAL/INVOICECHK.HTM?ACTIONCODE=LOADPAGE&INVOICENO=0190431320000033112,48252.88,7720.46
2583,Local,1731794,Goods & Services,,P051190007F,MAXAM LIMITED,29/08/2023,IN275931,HTTPS://ITAX.KRA.GO.KE/KRA-PORTAL/INVOICECHK.HTM?ACTIONCODE=LOADPAGE&INVOICENO=0040095960000012417,18468.13,2954.9
2584,Local,1731795,Goods & Services,,P051111321X,KRISH COMMODITIES LTD,29/08/2023,46619,HTTPS://ITAX.KRA.GO.KE/KRA-PORTAL/INVOICECHK.HTM?ACTIONCODE=LOADPAGE&INVOICENO=0190433700000005260,3663.81,586.21
2585,Local,1731797,Goods & Services,,P051984763Y,RAJ KAMAL ENTERPRISE LIMITED,31/08/2023,5166,HTTPS://ITAX.KRA.GO./KRA-PORTAL/INVOICECHK.HTM?ACTIONCODE=LOADPAGE&INVOICENO=0170955880000001752,9310.31,1489.65
2586,Local,1731798,Goods & Services,,P051116172X,BROOKSIDE DAIRY,29/08/2023,2308301463,HTTPS://ITAX.KRA.GO.KE/KRA-PORTAL/INVOICECHK.HTM?ACTIONCODE=LOADPAGE&INVOICENO=0040095410000331045,28124.25,4499.88
2587,Local,1731799,Goods & Services,,P051758645W,ARIA FLORA LIMITED NO GRN,02/08/2023,46971593,HTTPS://ITAX.KRA.GO.KE/KRA-PORTAL/INVOICECHK.HTM?ACTIONCODE=LOADPAGE&INVOICENO=0110368940000001593,38569.94,6171.19
2588,Local,1731800,Goods & Services,,P051386713B,SUNVEAT FOODS LIMITED,11/08/2023,63293,HTTPS://ITAX.KRA.GO.KE/KRA-PORTAL/INVOICECHK.HTM?ACTIONCODE=LOADPAGE&INVOICENO=0110159740000012846,42267.94,6762.87
2589,Local,1731801,Goods & Services,,P000593926X,BEIERSDORF EAST AFRICA LTD HQ,25/08/2023,9056100834,HTTPS://ITAX.KRA.GO.KE/KRA-PORTAL/INVOICECHK.HTM?ACTIONCODE=LOADPAGE&INVOICENO=0020110880000006872,21089.19,3374.27
2590,Local,1731802,Goods & Services,,P052011947P,BIASHARA MERCHANT COM LTD,21/08/2023,INV6178,HTTPS://ITAX.KRA.GO.KE/KRA-PORTAL/INVOICECHK.HTM?ACTIONCODE=LOADPAGE&INVOICENO=0110392810000003055,94232.75,15077.24
2591,Local,1731803,Goods & Services,,P051334930W,CAFFE DEL DUCA LIMITED,25/08/2023,4745,HTTPS://ITAX.KRA.GO.KE/KRA-PORTAL/INVOICECHK.HTM?ACTIONCODE=LOADPAGE&INVOICENO=0090780300000000646,1425,228
2592,Local,1731804,Goods & Services,,P000593926X,BEIERSDORF EAST AFRICA LTD HQ,25/08/2023,9056100892,HTTPS://ITAX.KRA.GO.KE/KRA-PORTAL/INVOICECHK.HTM?ACTIONCODE=LOADPAGE&INVOICENO=0020110880000006928,85072.75,13611.64
2593,Local,1731805,Goods & Services,,P051340011A,MISS BEAUTY COMPANY LTD HQ,25/08/2023,MB-10970-2023,HTTPS://ITAX.KRA.GO.KE/KRA-PORTAL/INVOICECHK.HTM?ACTIONCODE=LOADPAGE&INVOICENO=0110152390000001315,90192.94,14430.87
2594,Local,1731806,Goods & Services,,P051133092U,HEALTHY U TWO THOUSAND LTD,23/08/2023,5153650,HTTPS://ITAX.KRA.GO.KE/KRA-PORTAL/INVOICECHK.HTM?ACTIONCODE=LOADPAGE&INVOICENO=0020114550000015355,175103.94,28016.63
2595,Local,1731807,Goods & Services,,P051137476I,HASBAH KENYA LTD P AND G,30/08/2023,NYRINV5008820,009972930000024990,69487.94,11118.07
2596,Local,1731808,Goods & Services,,P000604356U,MIBISCO LTD,28/08/2023,360422,HTTPS://ITAX.KRA.GO.KE/KRA-PORTAL/INVOICECHK.HTM?ACTIONCODE=LOADPAGE&INVOICENO=0171363190000000171,1027.63,164.42
2597,Local,1731810,Goods & Services,,P000608167F,HACO INDUSTRIES KENYA  LTD,31/08/2023,IN23080705,HTTPS://ITAX.KRA.GO.KE/KRA-PORTAL/INVOICECHK.HTM?ACTIONCODE=LOADPAGE&INVOICENO=0190431310000007217,8587.25,1373.96
2598,Local,1731811,Goods & Services,,P051169597V,WESTLANDS TRADING LTD,31/08/2023,93982,HTTPS://ITAX.KRA.GO.KE/KRA-PORTAL/INVOICECHK.HTM?ACTIONCODE=LOADPAGE&INVOICENO=0430205210000007753,8113.38,1298.14
2599,Local,1731812,Goods & Services,,P051116172X,BROOKSIDE DAIRY,30/08/2023,230312078,HTTPS://ITAX.KRA.GO.KE/KRA-PORTAL/INVOICECHK.HTM?ACTIONCODE=LOADPAGE&INVOICENO=0040095430000174311,18828.75,3012.6
2600,Local,1731813,Goods & Services,,P051116172X,BROOKSIDE DAIRY,30/08/2023,2308311453,HTTPS://ITAX.KRA.GO.KE/KRA-PORTAL/INVOICECHK.HTM?ACTIONCODE=LOADPAGE&INVOICENO=0040095430000174309,7854.63,1256.74
2601,Local,1731814,Goods & Services,,P051327435D,ENOVA INDUSTRIES LIMITED,25/08/2023,76304,HTTPS://ITAX.KRA.GO.KE/KRA-PORTAL/INVOICECHK.HTM?ACTIONCODE=LOADPAGE&INVOICENO=0170519390000016843,2522.13,403.54
2602,Local,1731815,Goods & Services,,P051116172X,BROOKSIDE DAIRY,29/08/2023,2308301535,HTTPS://ITAX.KRA.GO.KE/KRA-PORTAL/INVOICECHK.HTM?ACTIONCODE=LOADPAGE&INVOICENO=0040095410000331108,21302.44,3408.39
2603,Local,1731816,Goods & Services,,P051377250H,PERNOD RICARD KENYA,30/08/2023,SI030176,HTTPS://ITAX.KRA.GO.KE/KRA-PORTAL/INVOICECHK.HTM?ACTIONCODE=LOADPAGE&INVOICENO=0110164380000003915,12870.19,2059.23
2604,Local,1731817,Goods & Services,,P000592659D,UNGA LTD,30/08/2023,910097896,0040095900000012733,2359.19,377.47
2605,Local,1731818,Goods & Services,,P000608017P,KENYA NUT COMPANY,24/08/2023,1130397,HTTPS://ITAX.KRA.GO.KE/KRA-PORTAL/INVOICECHK.HTM?ACTIONCODE=LOADPAGE&INVOICENO=0020110750000019543,178818,28610.88
2606,Local,1731819,Goods & Services,,P051234456B,PREMIER FOODS  LIMITED,28/08/2023,01SI056673,HTTPS://ITAX.KRA.GO.KE/KRA-PORTAL/INVOICECHK.HTM?ACTIONCODE=LOADPAGE&INVOICENO=0040094650000017906,93653.88,14984.62
2607,Local,1731820,Goods & Services,,P051133092U,HEALTHY U IMPORTED 1C UK COSMETICS,25/07/2023,5090015,HTTPS://ITAX.KRA.GO.KE/KRA-PORTAL/INVOICECHK.HTM?ACTIONCODE=LOADPAGE&INVOICENO=0020114550000012544,11055624.69,1768899.95
2608,Local,1731822,Goods & Services,,A006106647P,NAJI SUPERSTORES,23/08/2023,964,HTTPS://ITAX.KRA.GO.KE/KRA-PORTAL/INVOICECHK.HTM?ACTIONCODE=LOADPAGE&INVOICENO=0110386490000000427,31125,4980
2609,Local,1731825,Goods & Services,,P000623664X,BROADWAYS BAKERY LTD,28/08/2023,1860230396,HTTPS://ITAX.KRA.GO.KE/KRA-PORTAL/INVOICECHK.HTM?ACTIONCODE=LOADPAGE&INVOICENO=0110614860000044315,532.31,85.17
2610,Local,1731828,Goods & Services,,P000593926X,BEIERSDORF EAST AFRICA LTD HQ,25/08/2023,9056100832,HTTPS://ITAX.KRA.GO.KE/KRA-PORTAL/INVOICECHK.HTM?ACTIONCODE=LOADPAGE&INVOICENO=0020110880000006870,43717.94,6994.87
2611,Local,1731829,Goods & Services,,P000623664X,BROADWAYS BAKERY LTD,30/08/2023,1680230724,HTTPS://ITAX.KRA.GO.KE/KRA-PORTAL/INVOICECHK.HTM?ACTIONCODE=LOADPAGE&INVOICENO=0110397360000052636,280.19,44.83
2612,Local,1731831,Goods & Services,,P051213434P,SMART GLOBAL LIMITED,31/08/2023,436607,HTTPS://ITAX.KRA.GO.KE/KRA-PORTAL/INVOICECHK.HTM?ACTIONCODE=LOADPAGE&INVOICENO=0190407120000002349,5902.38,944.38
2613,Local,1731832,Goods & Services,,P000618594N,CHANDARIA INDUSTRIES  LTD,30/08/2023,1549014,HTTPS://ITAX.KRA.GO.KE/KRA-PORTAL/INVOICECHK.HTM?ACTIONCODE=LOADPAGE&INVOICENO=0110167020000176877,130754,20920.64
2614,Local,1731833,Goods & Services,,P000592830Q,UDV KENYA LIMITED,29/08/2023,9510339703,HTTPS://ITAX.KRA.GO.KE/KRA-PORTAL/INVOICECHK.HTM?ACTIONCODE=LOADPAGE&INVOICENO=0110600260000033801,264316.25,42290.6
2615,Local,1731835,Goods & Services,,P051116172X,BROOKSIDE DAIRY,29/08/2023,2308301098,0040095410000330963,34588,5534.08
2616,Local,1731836,Goods & Services,,P000619594P,UMOJA  SHOE COMPANY  LIMITED SR,24/08/2023,33414,0110159810000005981,32648.06,5223.69
2617,Local,1731837,Goods & Services,,P051530275C,RELIABLE FOOD AND LOGISTICS LIMITED,25/08/2023,INV55243,0040096760000008720,10767.94,1722.87
2618,Local,1731838,Goods & Services,,P051590019T,KAPUTEI FARM P LIMITED,25/08/2023,23996,0090969860000004035,11764.38,1882.3
2619,Local,1731839,Goods & Services,,P051126577H,NAIROBI JAVA HOUSE LTD,29/08/2023,JH01-02572235,0020109660000014905,5119.69,819.15
2620,Local,1731840,Goods & Services,,P000625880F,TRI CLOVER INDUSTRIES LTD,12/08/2023,269473,0110605590000015060,9283.19,1485.31
2621,Local,1731841,Goods & Services,,P051163873C,BOWIP AGENCIES LTD,25/08/2023,.169193,0020115770000006061,33624.81,5379.97
2622,Local,1731842,Goods & Services,,P000618594N,CHANDARIA INDUSTRIES LTD MACCOFFEE,26/08/2023,1543692,0110167020000173703,2738.06,438.09
2623,Local,1731843,Goods & Services,,P000593926X,BEIERSDORF EAST AFRICA LTD HQ,25/08/2023,9056100873,HTTPS://ITAX.KRA.GO.KE/KRA-PORTAL/INVOICECHK.HTM?ACTIONCODE=LOADPAGE&INVOICENO=0020110880000006899,35965.63,5754.5
2624,Local,1731846,Goods & Services,,P000611756Q,COCA COLA BEVERAGES  KENYA LTD,30/08/2023,1222330210,0110804280000068024,137000.13,21920.02
2625,Local,1731847,Goods & Services,,P051115895J,KENAFRIC BAKERY LTD,31/08/2023,956298,0010195680000099134,912,145.92
2626,Local,1731848,Goods & Services,,P000608549F,BRUSH MANUFACTURERS,30/08/2023,398972,HTTPS://ITAX.KRA.GO.KE/KRA-PORTAL/INVOICECHK.HTM?ACTIONCODE=LOADPAGE&INVOICENO=0190276240000017611,22091.38,3534.62
2627,Local,1731849,Goods & Services,,P000611407C,BUYLINE INDUSTRIES LTD,23/08/2023,182628,HTTPS://ITAX.KRA.GO.KE/KRA-PORTAL/INVOICECHK.HTM?ACTIONCODE=LOADPAGE&INVOICENO=0040091630000007118,5500,880
2628,Local,1731850,Goods & Services,,P000623664X,BROADWAYS BAKERY LTD,30/08/2023,1985230455,HTTPS://ITAX.KRA.GO.KE/KRA-PORTAL/INVOICECHK.HTM?ACTIONCODE=LOADPAGE&INVOICENO=0110397370000069248,560.31,89.65
2629,Local,1731852,Goods & Services,,P051190007F,MAXAM LIMITED,29/08/2023,IN275960,HTTPS://ITAX.KRA.GO.KE/KRA-PORTAL/INVOICECHK.HTM?ACTIONCODE=LOADPAGE&INVOICENO=0040095960000012447,13463.81,2154.21
2630,Local,1731853,Goods & Services,,P000593926X,BEIERSDORF EAST AFRICA LTD HQ,25/08/2023,9056100898,HTTPS://ITAX.KRA.GO.KE/KRA-PORTAL/INVOICECHK.HTM?ACTIONCODE=LOADPAGE&INVOICENO=0020110880000006937,19103.94,3056.63
2631,Local,1731855,Goods & Services,,P051116172X,BROOKSIDE DAIRY,29/08/2023,2308301022,HTTPS://ITAX.KRA.GO.KE/KRA-PORTAL/INVOICECHK.HTM?ACTIONCODE=LOADPAGE&INVOICENO=0040095410000331060,22715.56,3634.49
2632,Local,1731856,Goods & Services,,P051715812C,ROSITALIA  LIMITED,31/08/2023,INV-16252,HTTPS://ITAX.KRA.GO.KE/KRA-PORTAL/INVOICECHK.HTM?ACTIONCODE=LOADPAGE&INVOICENO=0110607190000002049,10396.81,1663.49
2633,Local,1731857,Goods & Services,,P051416459M,MORANI LIMITED,29/08/2023,INV40582,HTTPS://ITAX.KRA.GO.KE/KRA-PORTAL/INVOICECHK.HTM?ACTIONCODE=LOADPAGE&INVOICENO=0110162030000018060,75991.38,12158.62
2634,Local,1731858,Goods & Services,,P051142408J,ZENKO KENYA LIMITED,30/08/2023,IN428135,HTTPS://ITAX.KRA.GO.KE/KRA-PORTAL/INVOICECHK.HTM?ACTIONCODE=LOADPAGE&INVOICENO=0190433770000077177,2017.13,322.74
2635,Local,1731859,Goods & Services,,P051142408J,ZENKO KENYA LIMITED,30/08/2023,IN428130,HTTPS://ITAX.KRA.GO.KE/KRA-PORTAL/INVOICECHK.HTM?ACTIONCODE=LOADPAGE&INVOICENO=0190433770000077153,62844.38,10055.1
2636,Local,1731860,Goods & Services,,P051849178F,VEGAN WORLD LIMITED,30/08/2023,101527,HTTPS://ITAX.KRA.GO.KE/KRA-PORTAL/INVOICECHK.HTM?ACTIONCODE=LOADPAGE&INVOICENO=0110186070000001180,6948.25,1111.72
2637,Local,1731861,Goods & Services,,P051133936T,GOLD CROWN BEVERAGES,29/08/2023,153661,HTTPS://ITAX.KRA.GO.KE/KRA-PORTAL/INVOICECHK.HTM?ACTIONCODE=LOADPAGE&INVOICENO=0040092890000017821,18423.5,2947.76
2638,Local,1731862,Goods & Services,,A006106647P,NAJI SUPERSTORES,22/08/2023,850,HTTPS://ITAX.KRA.GO.KE/KRA-PORTAL/INVOICECHK.HTM?ACTIONCODE=LOADPAGE&INVOICENO=0110386490000000413,11665.06,1866.41
2639,Local,1731863,Goods & Services,,P051213434P,SMART GLOBAL LIMITED,31/08/2023,43608,HTTPS://ITAX.KRA.GO.KE/KRA-PORTAL/INVOICECHK.HTM?ACTIONCODE=LOADPAGE&INVOICENO=0190407120000002350,1360,217.6
2640,Local,1731864,Goods & Services,,P052061371Q,BLENDS BY CHARI LIMITED SR,30/08/2023,317,HTTPS://ITAX.KRA.GO.KE/KRA-PORTAL/INVOICECHK.HTM?ACTIONCODE=LOADPAGE&INVOICENO=0020057460000000249,4034.5,645.52
2641,Local,1731865,Goods & Services,,P000593926X,BEIERSDORF EAST AFRICA LTD HQ,25/08/2023,9056100890,HTTPS://ITAX.KRA.GO.KE/KRA-PORTAL/INVOICECHK.HTM?ACTIONCODE=LOADPAGE&INVOICENO=0020110880000006926,13613.75,2178.2
2642,Local,1731866,Goods & Services,,P000593584F,KENYA BREWERIES LTD,25/08/2023,9501459221,HTTPS://ITAX.KRA.GO.KE/KRA-PORTAL/INVOICECHK.HTM?ACTIONCODE=LOADPAGE&INVOICENO=0110396000000058929,270726.56,43316.25
2643,Local,1731867,Goods & Services,,P000611756Q,COCA COLA BEVERAGES  KENYA LTD,31/08/2023,1222332583,0110804780000068503,148542.38,23766.78
2644,Local,1731868,Goods & Services,,P051133389C,MILL BAKERS LIMITED,30/08/2023,C163105,HTTPS://ITAX.KRA.GO.KE/KRA-PORTAL/INVOICECHK.HTM?ACTIONCODE=LOADPAGE&INVOICENO=0040078680000075527,11318.13,1810.9
2645,Local,1731870,Goods & Services,,P051356496T,LOREAL E A LIMITED HQ,31/08/2023,2301144493,HTTPS://ITAX.KRA.GO.KE/KRA-PORTAL/INVOICECHK.HTM?ACTIONCODE=LOADPAGE&INVOICENO=0020112070000014222,17835.44,2853.67
2646,Local,1731871,Goods & Services,,P051672759R,SAVANNAH BRANDS COMPANY LIMITED,29/08/2023,49847,HTTPS://ITAX.KRA.GO.KE/KRA-PORTAL/INVOICECHK.HTM?ACTIONCODE=LOADPAGE&INVOICENO=0020112050000015309,11556,1848.96
2647,Local,1731873,Goods & Services,,P000611756Q,COCA COLA BEVERAGES  KENYA LTD,31/08/2023,1222330668,0110604280000068077,66459.31,10633.49
2648,Local,1731874,Goods & Services,,P000604356U,MIBISCO LTD,28/08/2023,360283,HTTPS://ITAX.KRA.GO.KE/KRA-PORTAL/INVOICECHK.HTM?ACTIONCODE=LOADPAGE&INVOICENO=0171363190000000032,4051.75,648.28
2649,Local,1731875,Goods & Services,,P000623664X,BROADWAYS BAKERY LTD,31/08/2023,1072230562,0110614860000044548,336.19,53.79
2650,Local,1731877,Goods & Services,,P051739235Q,PLANET CHIKA CHIKA  LIMITED,31/08/2023,5053,0210352910000001888,10779.31,1724.69
2651,Local,1731878,Goods & Services,,P051149521X,SUNDRIES BARGAIN NAIROBI LTD,30/08/2023,208253,0010194020000013019,14834.44,2373.51
2652,Local,1731879,Goods & Services,,P000632919P,CREATIVE INNOVATIONS LTD SR HQ,18/08/2023,PRESCS-20231831,HTTPS://ITAX.KRA.GO.KE/KRA-PORTAL/INVOICECHK.HTM?ACTIONCODE=LOADPAGE&INVOICENO=0020112940000007537,73079.31,11692.69
2653,Local,1731880,Goods & Services,,P051234456B,PREMIER FOODS  LIMITED,29/07/2023,01SI055085,HTTPS://ITAX.KRA.GO.KE/KRA-PORTAL/INVOICECHK.HTM?ACTIONCODE=LOADPAGE&INVOICENO=0040094650000016285,39827.81,6372.45
2654,Local,1731881,Goods & Services,,P051126512L,AQUAMIST LIMITED,30/08/2023,90234957,HTTPS://ITAX.KRA.GO.KE/KRA-PORTAL/INVOICECHK.HTM?ACTIONCODE=LOADPAGE&INVOICENO=0110392400000071532,109390.75,17502.52
2655,Local,1731882,Goods & Services,,P051133258U,ADAMJI MULTI SUPPLIES,23/08/2023,295169,0190430870000016516,7381.06,1180.97
2656,Local,1731884,Goods & Services,,P051116172X,BROOKSIDE DAIRY,29/08/2023,2308301135,HTTPS://ITAX.KRA.GO.KE/KRA-PORTAL/INVOICECHK.HTM?ACTIONCODE=LOADPAGE&INVOICENO=0040095430000172761,20557.94,3289.27
2657,Local,1731885,Goods & Services,,A002764056Z,JEVANS ENTERPRISES,28/08/2023,23-200-000109,HTTPS://ITAX.KRA.GO.KE/KRA-PORTAL/INVOICECHK.HTM?ACTIONCODE=LOADPAGE&INVOICENO=0040222900000000674,13257.94,2121.27
2658,Local,1731886,Goods & Services,,P051116172X,BROOKSIDE DAIRY,30/08/2023,2308301783,HTTPS://ITAX.KRA.GO.KE/KRA-PORTAL/INVOICECHK.HTM?ACTIONCODE=LOADPAGE&INVOICENO=0040095410000331511,8565.69,1370.51
2659,Local,1731887,Goods & Services,,P051585304D,BARAKA ISRAEL ENTERPRISES LTD SR,29/08/2023,2408,HTTPS://ITAX.KRA.GO.KE/KRA-PORTAL/INVOICECHK.HTM?ACTIONCODE=LOADPAGE&INVOICENO=0040416240000002408,19370.69,3099.31
2660,Local,1731888,Goods & Services,,P051739235Q,PLANET CHIKA CHIKA  LIMITED,29/08/2023,5048,HTTPS://ITAX.KRA.GO.KE/KRA-PORTAL/INVOICECHK.HTM?ACTIONCODE=LOADPAGE&INVOICENO=0210352910000001878,3589.69,574.35
2661,Local,1731892,Goods & Services,,P052179161H,BAPLIX COMPANY LTD,11/08/2023,0040336540000001285,HTTPS://ITAX.KRA.GO.KE/KRA-PORTAL/INVOICECHK.HTM?ACTIONCODE=LOADPAGE&INVOICENO=0040336540000001285,3857.56,617.21
2662,Local,1731893,Goods & Services,,P051727538R,SUPER SAVERS DISTRIBUTION LTD,09/08/2023,NIN6196,0110399940000001397,31937.75,5110.04
2663,Local,1731894,Goods & Services,,P000601924H,BIO FOOD PRODUCTS LTD,21/08/2023,1061058,HTTPS://ITAX.KRA.GO.KE/KRA-PORTAL/INVOICECHK.HTM?ACTIONCODE=LOADPAGE&INVOICENO=0190979930000001132,65811.75,10529.88
2664,Local,1731895,Goods & Services,,P051190007F,MAXAM LIMITED,31/08/2023,IN276070,HTTPS://ITAX.KRA.GO.KE/KRA-PORTAL/INVOICECHK.HTM?ACTIONCODE=LOADPAGE&INVOICENO=0040095960000012557,2495.69,399.31
2665,Local,1731896,Goods & Services,,P000604356U,MIBISCO LTD,28/08/2023,360351,0171363190000000100,2425.94,388.15
2666,Local,1731897,Goods & Services,,P051440901M,SIDDHAM BEVERAGES LIMITED,28/08/2023,78632,0190406900000007688,23732.38,3797.18
2667,Local,1731898,Goods & Services,,P000592722P,CHOICE MEATS BEEF PLANT,29/08/2023,B-SI000141667,HTTPS://ITAX.KRA.GO.KE/KRA-PORTAL/INVOICECHK.HTM?ACTIONCODE=LOADPAGE&INVOICENO=0090972440000195060,4525.88,724.14
2668,Local,1731899,Goods & Services,,P051116172X,BROOKSIDE DAIRY,29/08/2023,2308301100,HTTPS://ITAX.KRA.GO.KE/KRA-PORTAL/INVOICECHK.HTM?ACTIONCODE=LOADPAGE&INVOICENO=0040095430000172610,60722.19,9715.55
2669,Local,1731900,Goods & Services,,A002764056Z,JEVANS ENTERPRISES,29/08/2023,23-200-000120,HTTPS://ITAX.KRA.GO.KE/KRA-PORTAL/INVOICECHK.HTM?ACTIONCODE=LOADPAGE&INVOICENO=0040222900000000685,10433.81,1669.41
2670,Local,1731901,Goods & Services,,P051316010K,CANON CHEMICALS LTD,22/08/2023,INV23-002707,0190979100000006942,19723.13,3155.7
2671,Local,1731902,Goods & Services,,P051699330Q,BIGCOLD KENYA SIMPLIFINE SHELF BREAD,22/08/2023,SINV101929,HTTPS://ITAX.KRA.GO.KE/KRA-PORTAL/INVOICECHK.HTM?ACTIONCODE=LOADPAGE&INVOICENO=0190434240000028445,590.13,94.42
